Veh_value,Severity_sum,Severity_mean,Severity_min,Severity_max,Severity_count,Pure_Premium_sum,Pure_Premium_mean,Pure_Premium_min,Pure_Premium_max,Pure_Premium_count,claims_Frequency_sum,claims_Frequency_mean,claims_Frequency_min,claims_Frequency_max,claims_Frequency_count,Pure_Premium_sum,Pure_Premium_mean,Pure_Premium_min,Pure_Premium_max,Pure_Premium_count,Pure_Premium_sum,Pure_Premium_mean,Pure_Premium_min,Pure_Premium_max,Pure_Premium_count,Exposure_sum,Exposure_mean,Exposure_min,Exposure_max,Exposure_count,Claims_cost_sum,Claims_cost_mean,Claims_cost_min,Claims_cost_max,Claims_cost_count,Number_of_recorded_claims_sum,Number_of_recorded_claims_mean,Number_of_recorded_claims_min,Number_of_recorded_claims_max,Number_of_recorded_claims_count
3000.0,2073.0,25.28048780487805,0.0,1873.0,82,5646.0,68.85365853658537,0.0,5105.0,82,5.4313018222408465,0.06623538807610789,0.0,2.7257462647613404,82,5646.0,68.85365853658537,0.0,5105.0,82,5646.0,68.85365853658537,0.0,5105.0,82,26.102669407,0.3183252366707317,0.002737851,0.991101985,82,2072.8099979999997,25.27817070731707,0.0,1872.809998,82,2,0.024390243902439025,0,1,82
3100.0,10025.0,45.77625570776256,0.0,2717.0,219,198175.0,904.9086757990867,0.0,124048.0,219,148.48796859307905,0.678027253849676,0.0,45.6562506192129,219,198175.0,904.9086757990867,0.0,124048.0,219,198175.0,904.9086757990867,0.0,124048.0,219,85.697467494,0.39131263695890406,0.005475702,0.999315537,219,10024.8545243,45.77559143515982,0.0,2717.349991,219,9,0.0410958904109589,0,1,219
3200.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,2.140999316,0.4281998632,0.158795346,0.991101985,5,0.0,0.0,0.0,0.0,5,0,0.0,0,0,5
3400.0000000000005,6460.0,50.07751937984496,0.0,3123.0,129,10196.0,79.03875968992249,0.0,3790.0,129,11.354616493600304,0.08802028289612639,0.0,4.623417725440113,129,10196.0,79.03875968992249,0.0,3790.0,129,10196.0,79.03875968992249,0.0,3790.0,129,57.68104039,0.44713984798449613,0.010951403,0.999315537,129,6459.127270200001,50.07075403255814,0.0,3122.57,129,6,0.046511627906976744,0,1,129
3500.0,5155.0,28.798882681564248,0.0,2319.0,179,8542.0,47.720670391061454,0.0,3830.0,179,13.39774556179665,0.07484774056869638,0.0,2.8096153871980696,179,8542.0,47.720670391061454,0.0,3830.0,179,8542.0,47.720670391061454,0.0,3830.0,179,77.960301175,0.43553240879888266,0.002737851,0.999315537,179,5155.6099935,28.802290466480446,0.0,2319.439995,179,8,0.0446927374301676,0,1,179
3600.0,1448.0,13.045045045045045,0.0,530.0,111,22475.0,202.47747747747746,0.0,21022.0,111,45.33733565397771,0.40844446535115053,0.0,40.58333347199306,111,22475.0,202.47747747747746,0.0,21022.0,111,22475.0,202.47747747747746,0.0,21022.0,111,62.466803563,0.562763996063063,0.005475702,0.999315537,111,1448.1790829000001,13.046658404504505,0.0,530.0,111,4,0.036036036036036036,0,1,111
3700.0,7292.0,26.042857142857144,0.0,1267.0,280,35210.0,125.75,0.0,19139.0,280,41.59951635761966,0.14856970127721308,0.0,18.26249991416625,280,35210.0,125.75,0.0,19139.0,280,35210.0,125.75,0.0,19139.0,280,133.735797411,0.47762784789642854,0.002737851,0.999315537,280,8038.2218072,28.707935025714285,0.0,1492.099999,280,12,0.04285714285714286,0,2,280
3800.0,7327.0,47.270967741935486,0.0,1906.0,155,11768.0,75.92258064516129,0.0,2950.0,155,25.140661724474743,0.1621978175772564,0.0,7.305000019029524,155,11768.0,75.92258064516129,0.0,2950.0,155,11768.0,75.92258064516129,0.0,2950.0,155,97.982203969,0.6321432514129032,0.002737851,0.999315537,155,7326.4299957,47.26729029483871,0.0,1905.559998,155,13,0.08387096774193549,0,1,155
3900.0,16366.0,47.02873563218391,0.0,3214.0,348,28668.0,82.37931034482759,0.0,5045.0,348,40.63969028746289,0.11678071921684739,0.0,4.8700000008279,348,28668.0,82.37931034482759,0.0,5045.0,348,28668.0,82.37931034482759,0.0,5045.0,348,187.430527056,0.5385934685517241,0.002737851,0.999315537,348,16788.1999775,48.24195395833333,0.0,3213.979996,348,20,0.05747126436781609,0,2,348
4000.0,1784.0,16.830188679245282,0.0,632.0,106,9470.0,89.33962264150944,0.0,5600.0,106,29.412200957326235,0.27747359393703996,0.0,15.218749974793944,106,9470.0,89.33962264150944,0.0,5600.0,106,9470.0,89.33962264150944,0.0,5600.0,106,42.737850797,0.40318727166981133,0.002737851,0.982888433,106,1784.0499992,16.83066036981132,0.0,631.8199997,106,5,0.04716981132075472,0,1,106
4100.0,10138.0,26.332467532467533,0.0,3087.0,385,33604.0,87.28311688311689,0.0,10328.0,385,38.475995689249416,0.09993765114090758,0.0,12.594827558737142,385,33604.0,87.28311688311689,0.0,10328.0,385,33604.0,87.28311688311689,0.0,10328.0,385,185.171800144,0.48096571465974025,0.002737851,0.999315537,385,11072.5545265,28.759881887012988,0.0,3087.399994,385,12,0.03116883116883117,0,2,385
4200.0,7574.0,72.82692307692308,0.0,3953.0,104,15496.0,149.0,0.0,10463.0,104,12.28479388500981,0.11812301812509432,0.0,4.682692316382304,104,15496.0,149.0,0.0,10463.0,104,15496.0,149.0,0.0,10463.0,104,45.467488029,0.4371873848942308,0.010951403,0.996577687,104,7574.3399914,72.830192225,0.0,3953.069992,104,6,0.057692307692307696,0,1,104
4300.0,10263.0,39.02281368821293,0.0,3838.0,263,45928.0,174.63117870722434,0.0,25488.0,263,35.87816847023915,0.13641889152182188,0.0,9.611842097042503,263,45928.0,174.63117870722434,0.0,25488.0,263,45928.0,174.63117870722434,0.0,25488.0,263,136.407939773,0.518661367958175,0.016427105,0.999315537,263,11620.0099783,44.182547446007604,0.0,3838.229988,263,12,0.045627376425855515,0,2,263
4400.0,29930.0,77.53886010362694,0.0,4027.0,386,100127.0,259.39637305699483,0.0,33594.0,386,60.696567594922385,0.15724499376922899,0.0,9.131249957083126,386,100127.0,259.39637305699483,0.0,33594.0,386,100127.0,259.39637305699483,0.0,33594.0,386,165.212867917,0.42801261118393785,0.002737851,0.999315537,386,30995.381948000002,80.29891696373058,0.0,4027.189995,386,25,0.06476683937823834,0,2,386
4500.0,21484.0,105.31372549019608,0.0,4110.0,204,72523.0,355.5049019607843,0.0,37073.0,204,32.207330238761905,0.1578790697978525,0.0,10.145833367998264,204,72523.0,355.5049019607843,0.0,37073.0,204,72523.0,355.5049019607843,0.0,37073.0,204,93.911019847,0.460348136504902,0.008213552,0.999315537,204,21483.3635799,105.31060578382353,0.0,4109.649994,204,13,0.06372549019607843,0,1,204
4600.0,23856.0,61.012787723785166,0.0,4191.0,391,63364.0,162.05626598465474,0.0,19625.0,391,59.57812754501787,0.15237372773661859,0.0,13.04464286389812,391,63364.0,162.05626598465474,0.0,19625.0,391,63364.0,162.05626598465474,0.0,19625.0,391,189.678302546,0.48511074819948846,0.002737851,0.999315537,391,24191.3299553,61.87040909283888,0.0,4191.479981,391,22,0.056265984654731455,0,2,391
4700.0,5818.0,42.15942028985507,0.0,2004.0,138,27571.0,199.78985507246378,0.0,15249.0,138,21.853831297779337,0.15836109636071982,0.0,7.609374987396972,138,27571.0,199.78985507246378,0.0,15249.0,138,27571.0,199.78985507246378,0.0,15249.0,138,60.131416847,0.43573490468840576,0.002737851,0.999315537,138,5817.9099971,42.15876809492753,0.0,2003.869999,138,6,0.043478260869565216,0,1,138
4800.0,9674.0,72.19402985074628,0.0,4241.0,134,17034.0,127.11940298507463,0.0,8284.0,134,19.81181922151884,0.1478493971755137,0.0,8.301136338402797,134,17034.0,127.11940298507463,0.0,8284.0,134,17034.0,127.11940298507463,0.0,8284.0,134,72.813141688,0.5433816543880597,0.008213552,0.999315537,134,10099.8599899,75.37208947686567,0.0,4241.359993,134,10,0.07462686567164178,0,2,134
4900.0,2704.0,79.52941176470588,0.0,1109.0,34,8138.0,239.35294117647058,0.0,5927.0,34,8.823663166157187,0.2595195048869761,0.0,6.40789473136167,34,8138.0,239.35294117647058,0.0,5927.0,34,8138.0,239.35294117647058,0.0,5927.0,34,17.650924023,0.5191448242058824,0.013689254,0.982888433,34,2704.7390802,79.55114941764705,0.0,1109.049999,34,3,0.08823529411764706,0,1,34
5000.0,28053.0,118.86864406779661,0.0,4395.0,236,106782.0,452.46610169491527,0.0,39666.0,236,74.54971493333997,0.31588862259889816,0.0,18.26249991416625,236,106782.0,452.46610169491527,0.0,39666.0,236,106782.0,452.46610169491527,0.0,39666.0,236,104.681724857,0.44356663075,0.002737851,0.999315537,236,28053.870121,118.87233102118644,0.0,4394.500168,236,20,0.0847457627118644,0,1,236
5100.0,11192.0,68.2439024390244,0.0,4283.0,164,18384.0,112.09756097560975,0.0,9901.0,164,7.771312518980248,0.04738605194500151,0.0,2.3117088627200566,164,18384.0,112.09756097560975,0.0,9901.0,164,18384.0,112.09756097560975,0.0,9901.0,164,82.108145117,0.500659421445122,0.010951403,0.985626283,164,11190.6999874,68.23597553292683,0.0,4282.539993,164,5,0.03048780487804878,0,1,164
5200.0,9649.0,87.71818181818182,0.0,4133.0,110,53788.0,488.9818181818182,0.0,23962.0,110,30.472130932209893,0.27701937211099903,0.0,14.609999931333,110,53788.0,488.9818181818182,0.0,23962.0,110,53788.0,488.9818181818182,0.0,23962.0,110,50.277891859,0.4570717441727273,0.002737851,0.999315537,110,10450.589978,95.00536343636364,0.0,4132.639984,110,9,0.08181818181818182,0,2,110
5300.0,17909.0,93.76439790575917,0.0,4790.0,191,45904.0,240.33507853403142,0.0,12137.0,191,21.10935168212284,0.11052016587498868,0.0,6.5223214319490594,191,45904.0,240.33507853403142,0.0,12137.0,191,45904.0,240.33507853403142,0.0,12137.0,191,86.663928822,0.4537378472356021,0.002737851,0.996577687,191,17909.7535936,93.76834342198953,0.0,4790.449982,191,9,0.04712041884816754,0,1,191
5400.0,23166.0,88.41984732824427,0.0,4003.0,262,83225.0,317.6526717557252,0.0,38386.0,262,61.39234308254335,0.23432192016237918,0.0,17.39285700060842,262,83225.0,317.6526717557252,0.0,38386.0,262,83225.0,317.6526717557252,0.0,38386.0,262,104.969199193,0.40064579844656484,0.002737851,0.999315537,262,23635.1736144,90.21058631450381,0.0,4003.0,262,19,0.07251908396946564,0,2,262
5500.0,11770.0,71.76829268292683,0.0,4652.0,164,63413.0,386.6646341463415,0.0,47198.0,164,27.298917801495932,0.16645681586278008,0.0,10.145833367998264,164,63413.0,386.6646341463415,0.0,47198.0,164,63413.0,386.6646341463415,0.0,47198.0,164,68.134154689,0.4154521627378049,0.002737851,0.999315537,164,11768.679967200002,71.76024370243903,0.0,4651.61998,164,8,0.04878048780487805,0,1,164
5600.000000000001,3192.0,51.483870967741936,0.0,2838.0,62,8141.0,131.30645161290323,0.0,6688.0,62,6.460384198125528,0.1041997451310569,0.0,4.103932585191895,62,8141.0,131.30645161290323,0.0,6688.0,62,8141.0,131.30645161290323,0.0,6688.0,62,30.789869955,0.49661080572580646,0.002737851,0.999315537,62,3191.489994,51.47564506451613,0.0,2837.719994,62,2,0.03225806451612903,0,1,62
5699.999999999999,1327.0,13.68041237113402,0.0,667.0,97,2217.0,22.855670103092784,0.0,982.0,97,7.266401784777814,0.07491135860595685,0.0,3.445754722157891,97,2217.0,22.855670103092784,0.0,982.0,97,2217.0,22.855670103092784,0.0,982.0,97,42.518822729,0.43833837864948455,0.002737851,0.999315537,97,1327.4999950000001,13.685566958762887,0.0,667.1199989,97,4,0.041237113402061855,0,1,97
5800.0,17872.0,137.47692307692307,0.0,4917.0,130,61052.0,469.6307692307692,0.0,27304.0,130,37.15990193624753,0.28584539950959637,0.0,7.454081608731545,130,61052.0,469.6307692307692,0.0,27304.0,130,61052.0,469.6307692307692,0.0,27304.0,130,54.688569473,0.42068130363846157,0.002737851,0.999315537,130,19921.8499845,153.24499988076923,0.0,4916.679993,130,13,0.1,0,3,130
5900.0,16496.0,151.3394495412844,0.0,5558.0,109,358987.0,3293.4587155963304,0.0,338343.0,109,71.53434180622895,0.656278365194761,0.0,60.87499897273439,109,358987.0,3293.4587155963304,0.0,338343.0,109,358987.0,3293.4587155963304,0.0,338343.0,109,46.576317593,0.4273056659908257,0.002737851,0.969199179,109,20630.7399625,189.27284369266056,0.0,5820.539993,109,8,0.07339449541284404,0,2,109
6000.0,19398.0,83.61206896551724,0.0,5977.0,232,47643.0,205.35775862068965,0.0,19143.0,232,24.148459736907114,0.10408818852115136,0.0,6.8271028089384,232,47643.0,205.35775862068965,0.0,19143.0,232,47643.0,205.35775862068965,0.0,19143.0,232,114.425735814,0.4932143785086207,0.002737851,0.999315537,232,25508.5599421,109.95068940560346,0.0,6610.219994,232,13,0.05603448275862069,0,2,232
6100.0,16150.0,130.24193548387098,0.0,5829.0,124,290741.0,2344.685483870968,0.0,266130.0,124,68.76001290789007,0.5545162331281458,0.0,45.6562506192129,124,290741.0,2344.685483870968,0.0,266130.0,124,290741.0,2344.685483870968,0.0,266130.0,124,58.258726906,0.4698284427903226,0.008213552,0.999315537,124,16889.1999623,136.20322550241937,0.0,5828.62999,124,11,0.08870967741935484,0,2,124
6200.0,10466.0,71.19727891156462,0.0,4368.0,147,38918.0,264.7482993197279,0.0,16599.0,147,30.002851217668756,0.2041010286916242,0.0,15.54255319091065,147,38918.0,264.7482993197279,0.0,16599.0,147,38918.0,264.7482993197279,0.0,16599.0,147,61.004791243,0.41499857988435374,0.005475702,0.999315537,147,11531.969971,78.44877531292518,0.0,4368.299988,147,10,0.06802721088435375,0,2,147
6300.0,611.0,11.75,0.0,411.0,52,762.0,14.653846153846153,0.0,554.0,52,2.3883842693331205,0.045930466717944624,0.0,1.347785978427987,52,762.0,14.653846153846153,0.0,554.0,52,762.0,14.653846153846153,0.0,554.0,52,24.673511297,0.4744906018653846,0.021902806,0.982888433,52,610.9099999,11.748269228846153,0.0,410.9099999,52,2,0.038461538461538464,0,1,52
6400.0,861.0,14.844827586206897,0.0,461.0,58,2689.0,46.36206896551724,0.0,1754.0,58,8.48184470416958,0.14623870179602724,0.0,3.804687493698486,58,2689.0,46.36206896551724,0.0,1754.0,58,2689.0,46.36206896551724,0.0,1754.0,58,19.091033541999998,0.3291557507241379,0.005475702,0.996577687,58,861.0899992,14.846379296551724,0.0,461.0899992,58,3,0.05172413793103448,0,1,58
6500.0,17643.0,90.94329896907216,0.0,6048.0,194,85249.0,439.42783505154637,0.0,25308.0,194,58.491211197099126,0.3015010886448409,0.0,19.223684194085006,194,85249.0,439.42783505154637,0.0,25308.0,194,85249.0,439.42783505154637,0.0,25308.0,194,85.278576328,0.4395802903505155,0.002737851,0.999315537,194,17844.0408657,91.97959209123712,0.0,6048.459992,194,14,0.07216494845360824,0,2,194
6600.0,26190.0,129.01477832512316,0.0,6378.0,203,133139.0,655.8571428571429,0.0,80394.0,203,38.24667459060333,0.18840726399311983,0.0,13.04464286389812,203,133139.0,655.8571428571429,0.0,80394.0,203,133139.0,655.8571428571429,0.0,80394.0,203,84.172484616,0.4146427813596059,0.005475702,0.999315537,203,26189.9054014,129.01431232216748,0.0,6377.719986,203,11,0.054187192118226604,0,1,203
6700.0,11862.0,81.80689655172414,0.0,5786.0,145,62310.0,429.7241379310345,0.0,47044.0,145,31.61318429318965,0.21802196064268725,0.0,18.26249991416625,145,62310.0,429.7241379310345,0.0,47044.0,145,62310.0,429.7241379310345,0.0,47044.0,145,56.62422998,0.39051193089655173,0.005475702,0.991101985,145,11861.569984000002,81.80393092413794,0.0,5786.259995,145,5,0.034482758620689655,0,1,145
6800.000000000001,15849.0,72.0409090909091,0.0,3835.0,220,36397.0,165.4409090909091,0.0,16100.0,220,26.7275194061964,0.12148872457362,0.0,4.198275852912381,220,36397.0,165.4409090909091,0.0,16100.0,220,36397.0,165.4409090909091,0.0,16100.0,220,96.432580427,0.43832991103181823,0.008213552,0.977412731,220,15848.4299862,72.03831811909092,0.0,3834.939995,220,13,0.05909090909090909,0,1,220
6899.999999999999,19445.0,83.0982905982906,0.0,4326.0,234,347104.0,1483.3504273504273,0.0,190974.0,234,101.20763915450651,0.43251127843806203,0.0,52.17857009429085,234,347104.0,1483.3504273504273,0.0,190974.0,234,347104.0,1483.3504273504273,0.0,190974.0,234,86.543463396,0.3698438606666667,0.002737851,0.999315537,234,19444.799947800002,83.09743567435898,0.0,4326.489975,234,12,0.05128205128205128,0,1,234
7000.0,58153.0,169.54227405247812,0.0,6965.0,343,406453.0,1184.9941690962098,0.0,281869.0,343,107.59581622847554,0.3136904263220861,0.0,52.17857009429085,343,406453.0,1184.9941690962098,0.0,281869.0,343,406453.0,1184.9941690962098,0.0,281869.0,343,168.733744024,0.49193511377259475,0.002737851,0.999315537,343,66628.1743973,194.25123730991254,0.0,11117.23997,343,26,0.07580174927113703,0,2,343
7100.0,36573.0,71.15369649805447,0.0,6354.0,514,117577.0,228.74902723735408,0.0,27957.0,514,91.33702235005568,0.17769848706236513,0.0,15.218749974793944,514,117577.0,228.74902723735408,0.0,27957.0,514,117577.0,228.74902723735408,0.0,27957.0,514,221.90006847,0.4317121954669261,0.002737851,0.999315537,514,38798.5681277,75.48359557918288,0.0,6354.12999,514,30,0.058365758754863814,0,3,514
7200.0,33052.0,115.1637630662021,0.0,6794.0,287,94087.0,327.8292682926829,0.0,35051.0,287,68.88755841246292,0.24002633593192657,0.0,17.39285700060842,287,94087.0,327.8292682926829,0.0,35051.0,287,94087.0,327.8292682926829,0.0,35051.0,287,130.119096521,0.45337664293031354,0.002737851,0.999315537,287,37031.0526752,129.02805810174218,0.0,6794.419998,287,23,0.08013937282229965,0,3,287
7300.0,34232.0,95.35376044568245,0.0,6133.0,359,94342.0,262.7910863509749,0.0,42491.0,359,54.554859216698695,0.15196339614679302,0.0,12.1749999427775,359,94342.0,262.7910863509749,0.0,42491.0,359,94342.0,262.7910863509749,0.0,42491.0,359,211.184120478,0.5882566030027856,0.002737851,0.999315537,359,34231.8499532,95.35334248802228,0.0,6132.669998,359,23,0.06406685236768803,0,1,359
7400.0,20585.0,81.36363636363636,0.0,4975.0,253,495636.0,1959.0355731225297,0.0,454280.0,253,123.89192802269628,0.48969141510947145,0.0,91.3125012384258,253,495636.0,1959.0355731225297,0.0,454280.0,253,495636.0,1959.0355731225297,0.0,454280.0,253,98.99247093,0.39127458865612647,0.002737851,0.944558522,253,22385.5599727,88.48047420039526,0.0,4974.809998,253,17,0.06719367588932806,0,3,253
7500.0,16998.0,104.92592592592592,0.0,4365.0,162,35321.0,218.03086419753086,0.0,11880.0,162,16.346458715374236,0.1009040661442854,0.0,4.805921048521252,162,35321.0,218.03086419753086,0.0,11880.0,162,35321.0,218.03086419753086,0.0,11880.0,162,78.770705003,0.48623891977160494,0.002737851,0.966461328,162,16996.9718701,104.91957944506171,0.0,4364.541885,162,9,0.05555555555555555,0,1,162
7600.0,38898.0,128.37623762376236,0.0,7015.0,303,74454.0,245.72277227722773,0.0,22280.0,303,31.65015852152089,0.10445596871789073,0.0,3.4135514044692,303,74454.0,245.72277227722773,0.0,22280.0,303,74454.0,245.72277227722773,0.0,22280.0,303,141.987679682,0.46860620357095706,0.002737851,0.999315537,303,38896.2171937,128.37035377458747,0.0,7014.799973,303,18,0.0594059405940594,0,1,303
7700.0,19576.0,46.720763723150355,0.0,6264.0,419,33188.0,79.20763723150358,0.0,8569.0,419,40.451790538567,0.09654365283667543,0.0,19.223684194085006,419,33188.0,79.20763723150358,0.0,8569.0,419,33188.0,79.20763723150358,0.0,8569.0,419,187.030800847,0.4463742263651551,0.002737851,0.999315537,419,21304.4799633,50.846014232219574,0.0,6264.449982,419,17,0.0405727923627685,0,2,419
7800.0,37933.0,129.90753424657535,0.0,7344.0,292,175925.0,602.4828767123288,0.0,107296.0,292,35.958524166400714,0.12314563070685176,0.0,14.609999931333,292,175925.0,602.4828767123288,0.0,107296.0,292,175925.0,602.4828767123288,0.0,107296.0,292,128.073921979,0.4386093218458904,0.002737851,0.996577687,292,41136.119928,140.8771230410959,0.0,7343.859985,292,11,0.03767123287671233,0,2,292
7900.0,21945.0,58.209549071618035,0.0,4151.0,377,47302.0,125.46949602122015,0.0,7735.0,377,44.19764251151376,0.11723512602523545,0.0,3.927419357974311,377,47302.0,125.46949602122015,0.0,7735.0,377,47302.0,125.46949602122015,0.0,7735.0,377,164.11498975,0.435318275198939,0.002737851,0.999315537,377,28104.21997,74.5470025729443,0.0,4150.699997,377,24,0.0636604774535809,0,2,377
8000.0,28131.0,95.03716216216216,0.0,6224.0,296,74617.0,252.08445945945945,0.0,31732.0,296,41.72787073637985,0.14097253627155354,0.0,8.981557377858994,296,74617.0,252.08445945945945,0.0,31732.0,296,74617.0,252.08445945945945,0.0,31732.0,296,146.535249836,0.4950515197162162,0.002737851,0.999315537,296,36626.3199459,123.7375673847973,0.0,10598.42997,296,19,0.06418918918918919,0,3,296
8100.000000000001,27160.0,119.12280701754386,0.0,7196.0,228,57546.0,252.39473684210526,0.0,16635.0,228,43.971895346823175,0.1928591901176455,0.0,11.4140625245224,228,57546.0,252.39473684210526,0.0,16635.0,228,57546.0,252.39473684210526,0.0,16635.0,228,90.433949365,0.3966401287938597,0.002737851,0.999315537,228,27158.2399425,119.11508746710527,0.0,7195.779984,228,17,0.07456140350877193,0,1,228
8200.0,28116.0,69.42222222222222,0.0,7985.0,405,106204.0,262.2320987654321,0.0,51167.0,405,42.321725761633004,0.1044980883003284,0.0,6.40789473136167,405,106204.0,262.2320987654321,0.0,51167.0,405,106204.0,262.2320987654321,0.0,51167.0,405,186.431211511,0.4603239790395061,0.002737851,0.999315537,405,29002.2472146,71.61048694962963,0.0,7984.539993,405,18,0.044444444444444446,0,2,405
8300.0,32094.0,94.11730205278593,0.0,5334.0,341,115410.0,338.4457478005865,0.0,49955.0,341,112.70076860229696,0.3305007876900204,0.0,60.87499897273439,341,115410.0,338.4457478005865,0.0,49955.0,341,115410.0,338.4457478005865,0.0,49955.0,341,180.777549629,0.5301394417272727,0.002737851,0.999315537,341,32094.8299199,94.11973583548387,0.0,5334.089981,341,22,0.06451612903225806,0,1,341
8400.0,22716.0,73.04180064308682,0.0,7796.0,311,75687.0,243.36655948553056,0.0,47458.0,311,43.5958162342078,0.14017947342189005,0.0,11.7822581201968,311,75687.0,243.36655948553056,0.0,47458.0,311,75687.0,243.36655948553056,0.0,47458.0,311,164.681724866,0.5295232310803858,0.002737851,0.985626283,311,23113.5299854,74.3200321073955,0.0,7796.369995,311,17,0.05466237942122187,0,2,311
8500.0,40734.0,149.75735294117646,0.0,7615.0,272,139447.0,512.6727941176471,0.0,41547.0,272,91.70386016087927,0.337146544709115,0.0,45.6562506192129,272,139447.0,512.6727941176471,0.0,41547.0,272,139447.0,512.6727941176471,0.0,41547.0,272,116.57768653,0.4285944357720588,0.002737851,0.955509925,272,41892.349941600005,154.01599243235296,0.0,7614.799988,272,23,0.08455882352941177,0,2,272
